customer_id,amount,recommended_action,recovery_probability,expected_revenue,net_expected_revenue,human_approval,reason,recovery_reasons
C10061,3447.91,Retry,0.5519226067806322,1902.9794751450095,1742.7411171334088,False,Highest net expected recovery within policy constraints.,"['Bank decline detected', 'Low predicted recovery probability']"
C10062,1650.74,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Insufficient funds detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10063,1536.23,Retry,0.7579622737444395,1164.4043837944203,1156.4043837944203,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Bank decline detected', 'Moderate predicted recovery probability']"
C10064,7662.32,Retry,0.5365180298751431,4110.972830672906,3774.0950042190734,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability']"
C10065,11837.66,Reminder,0.3050908410447674,3611.5616454020014,3606.5616454020014,False,Highest net expected recovery within policy constraints.,"['Insufficient funds detected', 'Low predicted recovery probability']"
C10066,3776.08,Retry,0.4818629085583705,1819.5528917490917,1665.9886604091644,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Authentication failure detected', 'Low predicted recovery probability']"
C10067,8927.36,Reminder,0.587701782419259,5246.625384298396,4821.895353554524,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10068,5342.02,Reminder,0.8381730382221119,4477.537133643286,3756.1311922603604,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability', 'Recovery fatigue limit reached']"
C10069,2387.38,Reminder,0.423533705553648,1011.1358979646682,844.3541542903213,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Bank decline detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10070,5340.99,Reminder,0.9152611066507537,4888.4004180106085,3710.1843176880625,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability', 'Recovery fatigue limit reached']"
C10071,13690.79,Retry,0.5868037610856096,8033.807064233254,8025.807064233254,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Bank decline detected', 'Low predicted recovery probability']"
C10072,3886.98,Reminder,0.6912369719255123,2686.824285135028,2036.9864567026211,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Bank decline detected', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10073,13985.34,Reminder,0.4234948495442027,5922.71945912452,5443.901902394558,False,Highest net expected recovery within policy constraints.,"['Insufficient funds detected', 'Low predicted recovery probability']"
C10074,491.89,Reminder,0.9037270350350861,444.5342912634085,332.84606136019045,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability', 'Recovery fatigue limit reached']"
C10075,7720.02,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Insufficient funds detected', 'Low predicted recovery probability']"
C10076,4288.48,Reminder,0.9043744161004258,3878.3915959583537,2942.577612928349,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability', 'Recovery fatigue limit reached']"
C10077,3149.01,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10078,4304.68,Reminder,0.3925727087212734,1689.8998877782915,1549.7078967560283,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10079,815.66,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10080,3355.35,Reminder,0.3004529103551958,1008.1246727603061,761.1747512978327,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Authentication failure detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10081,5322.72,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10082,13047.67,Reminder,0.4742633263568109,6188.031375405971,4697.903845308538,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10083,2642.38,Retry,0.45272684956079196,1196.2763727424456,1188.2763727424456,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Bank decline detected', 'Low predicted recovery probability']"
C10084,2094.89,Reminder,0.7394716684535028,1549.1118035265583,1296.253914962309,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10085,2677.51,Retry,0.7679613941183933,2056.224312365939,1883.726367376664,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Moderate predicted recovery probability']"
C10086,8319.62,Retry,0.9168493198768736,7627.837938634036,7009.610903543313,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Authentication failure detected', 'High predicted recovery probability']"
C10087,5203.31,Reminder,0.6587551365809775,3427.7071897231663,2600.0574641896064,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Bank decline detected', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10088,2618.2,Retry,0.9144447307920965,2394.199194159867,2194.663258627078,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability']"
C10089,6030.97,Reminder,0.35572067498500876,2145.340719214338,2140.340719214338,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10090,4323.03,Reminder,0.6084467409241597,2630.33351441737,2204.480152110591,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Failure appears potentially recoverable', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10091,8681.64,Reminder,0.657003306830428,5703.866188711316,4786.247598517505,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Bank decline detected', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10092,2281.09,Retry,0.6457659207970413,1473.050184270923,1347.206169529249,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Moderate predicted recovery probability']"
C10093,3077.64,Reminder,0.3191238558926229,982.1483438493718,977.1483438493718,False,Highest net expected recovery within policy constraints.,"['Insufficient funds detected', 'Low predicted recovery probability']"
C10094,2922.99,Reminder,0.3055357504756876,893.07794328293,745.1854723576612,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10095,1240.46,Reminder,0.7513061442348988,931.9652196776226,777.850784529203,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Bank decline detected', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10096,5069.24,Retry,0.6240026777730194,3163.2193342741007,3155.2193342741007,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Authentication failure detected', 'Moderate predicted recovery probability']"
C10097,4929.01,Reminder,0.31036298763951176,1529.7822697050299,1280.0171065522252,False,Highest net expected recovery within policy constraints.,"['Insufficient funds detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10098,4016.4,Reminder,0.7525767350195515,3022.6491985325265,2292.21339088472,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10099,3315.55,Retry,0.4786591997305551,1587.018509666642,1579.018509666642,False,Highest net expected recovery within policy constraints.,"['Bank decline detected', 'Low predicted recovery probability']"
C10100,1289.17,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10101,2857.02,Retry,0.3278055597798132,936.5470404021219,928.5470404021219,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Authentication failure detected', 'Low predicted recovery probability']"
C10102,3040.81,Retry,0.4589807871147615,1395.673367266438,1276.019497885123,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Authentication failure detected', 'Low predicted recovery probability']"
C10103,2105.33,Reminder,0.5579858474267079,1174.744344162871,981.7852490968115,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10104,3515.8,Reminder,0.832076717800844,2925.4153244442077,2452.3488725331345,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability', 'Recovery fatigue limit reached']"
C10105,5526.39,Reminder,0.33589389329456265,1856.2806529641382,1405.773296252745,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Bank decline detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10106,18087.9,Reminder,0.5612093522091037,10151.098641823048,7709.834967785517,False,Highest net expected recovery within policy constraints.,"['Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10107,4599.54,Reminder,0.7372418008193963,3390.973152540846,2843.4174481343107,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Insufficient funds detected', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10108,4915.21,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10109,3768.73,Reminder,0.5034416213907037,1897.3355417837868,1588.761855098381,False,Highest net expected recovery within policy constraints.,"['Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10110,861.81,Reminder,0.5268370957085934,454.03347745262283,340.0654428639933,False,Highest net expected recovery within policy constraints.,"['Authentication failure detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10111,3916.05,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10112,4197.46,Reminder,0.5817152500013505,2441.7264932706685,2046.0502543473615,False,Highest net expected recovery within policy constraints.,"['Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10113,28699.74,Retry,0.5783497809506013,16598.48834233921,16590.48834233921,True,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Authentication failure detected', 'Low predicted recovery probability', 'High-value payment requires human approval']"
C10114,3429.47,Reminder,0.5791916355008555,1986.3203382011188,1663.5090840889397,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10115,5091.3,Reminder,0.3881675037045247,1976.2772116108465,1655.072857753111,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Bank decline detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10116,3890.45,Retry,0.4597917964108966,1788.7969943467726,1780.7969943467726,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability']"
C10117,1570.43,Reminder,0.8151693916160768,1280.1664676756357,1275.1664676756357,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Insufficient funds detected', 'High predicted recovery probability']"
C10118,9979.7,Retry,0.8667906926758175,8650.311075696856,8642.311075696856,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Authentication failure detected', 'High predicted recovery probability']"
C10119,7299.76,Reminder,0.8950327080376045,6533.523960824584,5483.16012709265,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability', 'Recovery fatigue limit reached']"
C10120,7531.69,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10121,1932.44,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10122,12286.85,Reminder,0.4364621165588837,5362.74455684152,4499.705427746876,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Authentication failure detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10123,1303.19,Retry,0.360599243093795,469.9293276074027,424.33498139881044,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Authentication failure detected', 'Low predicted recovery probability']"
C10124,6396.69,Reminder,0.4899906093541332,3134.31803094949,2377.0817035216123,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10125,23072.9,Retry,0.9211412617266135,21253.400217691982,19545.128200276624,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability']"
C10126,1810.97,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Bank decline detected', 'Low predicted recovery probability']"
C10127,2542.78,Reminder,0.33531863391682676,852.6415159510289,847.6415159510289,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
C10128,4331.94,Retry,0.4833220360336318,2093.7220607755307,2085.7220607755307,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Bank decline detected', 'Low predicted recovery probability']"
C10129,2673.84,Reminder,0.898328133367522,2401.9856961234154,1820.5091290537957,False,Highest net expected recovery within policy constraints.,"['Strong previous payment history', 'Failure appears potentially recoverable', 'High predicted recovery probability', 'Recovery fatigue limit reached']"
C10130,1156.92,Retry,0.64484142589549,746.0299424470103,738.0299424470103,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Moderate predicted recovery probability']"
C10131,4225.53,Retry,0.3613003997854232,1526.6856783052992,1518.6856783052992,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Bank decline detected', 'Low predicted recovery probability']"
C10132,1709.93,Reminder,0.6676820322911569,1141.689537475618,954.0192114795191,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Failure appears potentially recoverable', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10133,5842.56,No Action,0.0,0.0,0.0,False,No safe recovery action meets the minimum threshold.,"['Weak previous payment history', 'Authentication failure detected', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10134,1916.99,Reminder,0.49502396202676663,948.9559849656914,716.2065485739255,False,Highest net expected recovery within policy constraints.,"['Weak previous payment history', 'Failure appears potentially recoverable', 'Low predicted recovery probability', 'Recovery fatigue limit reached']"
C10135,13821.73,Retry,0.6937982073871158,9589.49149698872,9581.49149698872,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Failure appears potentially recoverable', 'Moderate predicted recovery probability']"
C10136,2137.62,Reminder,0.7271711695339612,1554.4156354191862,1300.7091337521165,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Authentication failure detected', 'Moderate predicted recovery probability', 'Recovery fatigue limit reached']"
C10137,3091.47,Reminder,0.383020962811117,1184.0978159016838,1179.0978159016838,False,Highest net expected recovery within policy constraints.,"['Moderate previous payment history', 'Insufficient funds detected', 'Low predicted recovery probability']"
